Id,Category
0,2056.6035917414147
1,2137.344026514198
2,2141.42313494674
3,2075.6862092230117
4,2213.228797558247
5,2315.174323440904
6,2345.001535942535
7,2472.1247770074147
8,2136.4487758471523
9,2283.921886510463
10,2211.6055168059106
11,2047.2674411154967
12,2238.1372667589676
13,2301.4611057765865
14,2213.2433377476837
15,2394.7684123841973
16,2227.4715868866024
17,2351.981069311161
18,2421.19209956739
19,1987.8447308953478
20,2374.041076600882
21,2046.9693190547748
22,2165.533801304659
23,2331.2499767528916
24,2212.2798863523694
25,2200.6567685332548
26,1872.2216591030763
27,2024.1103715147829
28,2808.625281944209
29,2152.978258044055
30,2203.6646166981195
31,2040.5838015177383
32,2315.3163934695776
33,2364.793604285573
34,2245.4673018469152
35,1896.9993379857995
36,2207.6366321713504
37,2134.8051179178055
38,2368.0755952978243
39,2061.996136567612
40,2341.2934651499763
41,2240.1201639749015
42,2213.721148777975
43,2384.3810798265295
44,1967.0901039844239
45,2194.1519953589714
46,2243.8905213194994
47,1954.7401828978848
48,2204.4965491110174
49,2115.428824826659
50,2174.6013885303587
51,2343.0957260767764
52,2084.1922819329125
53,2428.8847392286384
54,2150.0502669498705
55,2280.19815359601
56,2275.9150556582817
57,1900.8449639375233
58,2393.698495755205
59,2486.5870066667485
60,1917.888081046021
61,2028.312577767379
62,1840.1991648914986
63,1939.9753395263424
64,2283.807598643912
65,2001.6920482261082
66,2091.5064155779833
67,2209.1269996309848
68,2015.565938408061
69,1945.4896915767076
70,1926.886764037203
71,2064.899022909984
72,2202.391134226668
73,1902.7648554522411
74,2216.786061952088
75,1948.6768318937138
76,2253.8732111506542
77,2266.160350591533
78,2138.5405963888693
79,2172.172189616593
80,1967.2491719758652
81,1877.0012704590492
82,3026.0335681032134
83,1945.8672401913834
84,2006.4872283706761
85,2289.0563257901363
86,2214.7230493274187
87,2012.564289677979
88,2222.639032766772
89,2239.4864895504543
90,2194.174951674945
91,2064.1943219096556
92,1972.3040463036955
93,2231.514589855721
94,2082.3702075798715
95,1895.9382733615153
96,2158.5145974958064
97,1919.6098853390706
98,2277.4574621697348
99,2279.3039321956644
100,2151.1176481899424
101,1995.3441172195198
102,2347.232718194191
103,2177.325250090665
104,2244.8741052497517
105,2437.937090361625
106,2285.8981468164707
107,2390.930556335864
108,2160.53900627288
109,2018.5553513748084
110,2246.085243388912
111,1993.5380923405528
112,2490.9556294829313
113,2210.259660359786
114,2096.4374911851155
115,2112.0335546201186
116,1977.5432619172982
117,2203.6143021894945
118,2312.4734892450606
119,2256.830156301916
120,2254.2244032148615
121,2488.9026476348877
122,2331.8841287240098
123,2374.8569845475217
124,2184.1987343062647
125,2404.2519967787234
126,2294.6866409391237
127,1994.4737149253979
128,2189.653969039432
129,2217.3038446971404
130,1924.8518525568588
131,2295.377989170608
132,2246.437717234336
133,2016.5087540580585
134,1952.6874679275631
135,2166.7821109664833
136,1903.6527286779678
137,2292.817768523619
138,2001.4418294511613
139,2110.9005038298546
140,2201.1703609715614
141,2215.149531808961
142,2006.6116262290727
143,2190.311278445451
144,2090.5823744653653
145,2273.124153702313
146,2016.2614413516185
